"epoch","tx","tx-idx","committee-yes","committee-excl-abstain","DRep-yes","DRep-excl-abstain","SPO-yes","SPO-active","SPO-abstain","outcome"
573,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",31,0,0,2605823628616708,5365463799966908,0,21902643146872253,9149251409452672,""
573,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",32,0,0,2819244623011077,5120121514590378,0,21902643146872253,9149251409452672,""
573,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",33,0,0,1866059732933665,5120159378305839,0,21902643146872253,9149251409452672,""
573,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",34,0,0,1950108105494792,5120159378305839,0,21902643146872253,9149251409452672,""
573,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",35,0,0,2401810792400777,5329703307525505,0,21902643146872253,9149251409452672,""
573,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",36,0,0,2290637010812340,5367650035515983,0,21902643146872253,9149251409452672,""
573,"2c7f900b7ff68f317a7b0e42231d4aed36227660baf2ee9a4be7e880eb977313",0,0,0,2075517950335689,5138754777873908,0,21902643146872253,9149251409452672,""
573,"9d213a57684d7ddf6f3350c80d042639ecbed5ccccc4a05bf54959a086593e7b",0,0,0,1871226657307155,4673110931728747,32369391625908,21902643146872253,9149106202990574,""
573,"495bd3cd44ea6bc0b4c2dbb1e4cdc7e214874c2c07490a4e2476a627ef911280",0,0,0,1122717294838982,5307963469259861,0,21902643146872253,9149106202990574,""
574,"47a0e7a4f9383b1afc2192b23b41824d65ac978d7741aca61fc1fa16833d1111",0,0,0,1522679900017012,5355450312723070,603149560783087,21899652138158468,9169378749774697,""
574,"3cf29192a0ee1a77985054072edcdb566ac14707730637c4635d8fb6813cb4c9",0,0,0,3370044882986261,5095564229128667,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",0,0,0,3976814149513934,5397744536801712,0,21899652138158468,9169378749774697,"Ratified"
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",1,0,0,3759538115826368,5085339952867027,0,21899652138158468,9169378749774697,"Ratified"
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",2,0,0,3855624891175784,5349208259010800,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",3,0,0,3217752302437353,5167506343921790,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",4,0,0,3559661771851326,5133182549906493,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",5,0,0,3498260295243978,5142744409217336,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",6,0,0,3416291911531449,5143141180477167,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",7,0,0,3726802947790752,5315267889167730,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",8,0,0,3477703318216763,5373172655289332,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",9,0,0,3361583804631157,5372289691926491,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",10,0,0,3361827654999377,5352969022915231,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",11,0,0,3403767433322007,5396287027620138,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",12,0,0,3471913854320234,5381741642396217,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",13,0,0,3350017198387778,5136161372311232,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",14,0,0,3219649577471905,5391000831334458,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",15,0,0,3467501690298852,5110760627237391,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",16,0,0,3013751223158960,4954748614354872,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",17,0,0,3192895354845743,5168885437377209,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",18,0,0,3420735234228859,5143141180477167,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",19,0,0,2746042554117604,5369482640112557,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",20,0,0,3545099766341366,5352483322128408,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",21,0,0,3231734649072857,5288520475498746,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",22,0,0,3021123777835154,5169389964193960,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",23,0,0,3781110355314983,5335975965445147,0,21899652138158468,9169378749774697,"Ratified"
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",24,0,0,3069339734173621,5331491579271315,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",25,0,0,2668199258187095,5388712472079015,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",26,0,0,2975499696907141,5098116589010787,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",27,0,0,2260239104213328,5314069211272630,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",28,0,0,2763059533351475,5157954692387778,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",29,0,0,2025051906553845,5130545186427915,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",30,0,0,2240808411665550,5161540878633755,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",31,0,0,3400288431092538,5389199040139233,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",32,0,0,3489342683509489,5084495526978471,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",33,0,0,3190475796039280,5142774078840322,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",34,0,0,3050746779218431,5143044745212939,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",35,0,0,2703852466912632,5124913989658097,0,21899652138158468,9169378749774697,""
574,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",36,0,0,3361333933290205,5391947355437272,0,21899652138158468,9169378749774697,""
574,"2c7f900b7ff68f317a7b0e42231d4aed36227660baf2ee9a4be7e880eb977313",0,0,0,3119654337255215,5161671923856491,0,21899652138158468,9169378749774697,""
574,"4ff43f1eab5252ef00ba6f1429dc23715e3899834f10c067e8065c8364d5559a",0,0,0,0,5397611871407326,0,21899652138158468,9169378749774697,""
574,"1d6aea56e6a523b13e03ae30ff24ebf9852543b4f7d415c7e50f55f6baaa4e3d",0,0,0,0,5385374692725511,0,21899652138158468,9169378749774697,""
574,"9d213a57684d7ddf6f3350c80d042639ecbed5ccccc4a05bf54959a086593e7b",0,0,0,2712542125775199,4742424024323712,64577424803688,21899652138158468,9169233533180306,"Expired"
574,"495bd3cd44ea6bc0b4c2dbb1e4cdc7e214874c2c07490a4e2476a627ef911280",0,0,0,1532009804780913,5242583547514420,0,21899652138158468,9169233533180306,""
575,"47a0e7a4f9383b1afc2192b23b41824d65ac978d7741aca61fc1fa16833d1111",0,0,0,1910906343966789,5419879828131260,823037134540524,21883034170304901,8655197755700094,""
575,"207b226e110e13bb18b119fcd313520e0fcd060b2bc9fb9a5e5bc6e94ab10f3b",0,0,0,587340533501821,5461562391028998,0,21883034170304901,8655342969242928,""
575,"3cf29192a0ee1a77985054072edcdb566ac14707730637c4635d8fb6813cb4c9",0,0,0,3775398093623165,5103295369839570,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",2,0,0,4416966286231427,5357403927089716,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",3,0,0,3912265888841845,5197196203132090,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",4,0,0,4123036906004933,5162906361416174,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",5,0,0,4127403552633882,5172053821234820,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",6,0,0,4003971842886634,5172902431515795,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",7,0,0,4294603991642365,5374930174964728,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",8,0,0,3907563142337673,5180626194961904,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",9,0,0,3857163095530159,5402769649828210,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",10,0,0,3810524886012570,5382991700426815,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",11,0,0,3832679897110835,5420570754465906,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",12,0,0,3928605677216081,5185218341864534,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",13,0,0,3778202977971926,5154843663656334,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",14,0,0,3832063805651559,5403321040495483,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",15,0,0,3873369982861603,5175319904764644,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",16,0,0,3423583714435364,4984081986283288,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",17,0,0,3547269592174858,5191976737247785,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",18,0,0,3920516577717954,5156179957596031,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",19,0,0,3055119828533400,5381168984582660,0,21883034170304901,8655342969242928,""
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",20,0,0,3918096412100857,5359273892187387,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",21,0,0,3714491095291722,5312236926540639,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",22,0,0,3119972850612263,4963786644052119,0,21883034170304901,8655342969242928,""
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",24,0,0,3871426832743001,5177996477547934,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",25,0,0,3446238311948921,5382859589525379,0,21883034170304901,8655342969242928,""
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",26,0,0,3320151663680055,5114724951678600,0,21883034170304901,8655342969242928,""
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",27,0,0,2590498484381799,5313770712408765,0,21883034170304901,8655342969242928,""
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",28,0,0,2601613027204611,5185454100281281,0,21883034170304901,8655342969242928,""
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",29,0,0,2748765705060457,4943169588307724,0,21883034170304901,8655342969242928,""
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",30,0,0,2274199247476559,5001523033079388,0,21883034170304901,8655342969242928,""
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",31,0,0,3484769459532374,5185228899653967,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",32,0,0,4069468700542672,5114141478729443,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",33,0,0,3735352014196935,5172496720885462,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",34,0,0,3651699727323656,5172761641417900,0,21883034170304901,8655342969242928,"Ratified"
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",35,0,0,3009374445820869,5102567191952262,0,21883034170304901,8655342969242928,""
575,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",36,0,0,3691428777058485,5188320656328003,0,21883034170304901,8655342969242928,"Ratified"
575,"2c7f900b7ff68f317a7b0e42231d4aed36227660baf2ee9a4be7e880eb977313",0,0,0,3634680882874267,5191364063759075,0,21883034170304901,8655342969242928,"Ratified"
575,"4ff43f1eab5252ef00ba6f1429dc23715e3899834f10c067e8065c8364d5559a",0,0,0,232733243115258,5462353007280717,0,21883034170304901,8655342969242928,""
575,"1d6aea56e6a523b13e03ae30ff24ebf9852543b4f7d415c7e50f55f6baaa4e3d",0,0,0,239272377518713,5447452348760119,0,21883034170304901,8655342969242928,""
575,"495bd3cd44ea6bc0b4c2dbb1e4cdc7e214874c2c07490a4e2476a627ef911280",0,0,0,1761345407267834,5251467710498215,0,21883034170304901,8655197755700094,""
576,"47a0e7a4f9383b1afc2192b23b41824d65ac978d7741aca61fc1fa16833d1111",0,0,0,2333018018424946,5488445587304850,1469209617018250,21898520121806599,8602021896689307,""
576,"207b226e110e13bb18b119fcd313520e0fcd060b2bc9fb9a5e5bc6e94ab10f3b",0,0,0,891546537715988,5497215191552081,0,21898520121806599,8657516562367467,""
576,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",19,0,0,3335652359801866,5421803669252913,0,21898520121806599,8657516562367467,""
576,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",22,0,0,3291334563680390,4954307423102508,0,21898520121806599,8657516562367467,""
576,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",25,0,0,3750995207248736,5383977980090268,0,21898520121806599,8657516562367467,"Ratified"
576,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",26,0,0,3606714616273518,5090100002035855,0,21898520121806599,8657516562367467,"Ratified"
576,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",27,0,0,2790222537659268,5357424419766677,0,21898520121806599,8657516562367467,""
576,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",28,0,0,2772957098167362,5249121463240430,0,21898520121806599,8657516562367467,""
576,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",29,0,0,3019287957697740,4992718692419197,0,21898520121806599,8657516562367467,""
576,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",30,0,0,2501986310365842,5024041883848562,0,21898520121806599,8657516562367467,""
576,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",35,0,0,3308694084153695,5162808436365805,0,21898520121806599,8657516562367467,""
576,"4ff43f1eab5252ef00ba6f1429dc23715e3899834f10c067e8065c8364d5559a",0,0,0,238644143385085,5434346659374378,0,21898520121806599,8657516562367467,""
576,"1d6aea56e6a523b13e03ae30ff24ebf9852543b4f7d415c7e50f55f6baaa4e3d",0,0,0,244885464663609,5419076623690110,0,21898520121806599,8657516562367467,""
576,"495bd3cd44ea6bc0b4c2dbb1e4cdc7e214874c2c07490a4e2476a627ef911280",0,0,0,2140276882617386,5223000173220327,1708960218252,21898520121806599,8657371416951736,"Expired"
577,"47a0e7a4f9383b1afc2192b23b41824d65ac978d7741aca61fc1fa16833d1111",0,0,0,2682412705261753,5510422842417500,3031445075595025,21858467223311737,8107592759146227,""
577,"207b226e110e13bb18b119fcd313520e0fcd060b2bc9fb9a5e5bc6e94ab10f3b",0,0,0,1106995645005607,5534237942007336,0,21858467223311737,8629735057626894,""
577,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",19,0,0,4121486232014310,5454277855060034,0,21858467223311737,8629735057626894,"Ratified"
577,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",22,0,0,3768126103259465,4902311366598438,0,21858467223311737,8629735057626894,"Ratified"
577,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",27,0,0,3061734220372061,5340521453222162,0,21858467223311737,8629735057626894,"Expired"
577,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",28,0,0,3622367743537839,5376365204896751,0,21858467223311737,8629735057626894,"Ratified"
577,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",29,0,0,3518969497006012,5056306503031694,0,21858467223311737,8629735057626894,"Ratified"
577,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",30,0,0,2537505679517741,4812143941001326,0,21858467223311737,8629735057626894,"Expired"
577,"8ad3d454f3496a35cb0d07b0fd32f687f66338b7d60e787fc0a22939e5d8833e",35,0,0,3754783032289090,5247871976374833,0,21858467223311737,8629735057626894,"Ratified"
577,"4ff43f1eab5252ef00ba6f1429dc23715e3899834f10c067e8065c8364d5559a",0,0,0,261277079436170,5469814555937603,0,21858467223311737,8629735057626894,""
577,"1d6aea56e6a523b13e03ae30ff24ebf9852543b4f7d415c7e50f55f6baaa4e3d",0,0,0,267466051483743,5451787696331432,0,21858467223311737,8629735057626894,""
578,"47a0e7a4f9383b1afc2192b23b41824d65ac978d7741aca61fc1fa16833d1111",0,0,0,3783698742639087,5467248557902498,5769124897402327,21898491706924883,7016924593210137,""
578,"207b226e110e13bb18b119fcd313520e0fcd060b2bc9fb9a5e5bc6e94ab10f3b",0,0,0,1317414239808059,5378895687451966,0,21898491706924883,8730444964949677,""
578,"4ff43f1eab5252ef00ba6f1429dc23715e3899834f10c067e8065c8364d5559a",0,0,0,283465668096925,5308266884031332,0,21898491706924883,8730444964949677,""
578,"1d6aea56e6a523b13e03ae30ff24ebf9852543b4f7d415c7e50f55f6baaa4e3d",0,0,0,289598121814518,5284060099886289,0,21898491706924883,8730444964949677,""
579,"47a0e7a4f9383b1afc2192b23b41824d65ac978d7741aca61fc1fa16833d1111",0,0,0,4276903074326165,5469901625021595,7990877286158137,21887250568893730,7009748575787769,""
579,"207b226e110e13bb18b119fcd313520e0fcd060b2bc9fb9a5e5bc6e94ab10f3b",0,0,0,1455932491226218,5398688236617873,0,21887250568893730,8534641004121327,""
579,"4ff43f1eab5252ef00ba6f1429dc23715e3899834f10c067e8065c8364d5559a",0,0,0,278788177625420,5338286961918343,0,21887250568893730,8534641004121327,""
579,"1d6aea56e6a523b13e03ae30ff24ebf9852543b4f7d415c7e50f55f6baaa4e3d",0,0,0,284901668882919,5315937804582841,0,21887250568893730,8534641004121327,""
580,"47a0e7a4f9383b1afc2192b23b41824d65ac978d7741aca61fc1fa16833d1111",0,0,0,4314868062161205,5487070262759840,9028434771226062,21887305805085033,7137312985784179,"Ratified"
580,"207b226e110e13bb18b119fcd313520e0fcd060b2bc9fb9a5e5bc6e94ab10f3b",0,0,0,1592754863846603,5329063523552467,0,21887305805085033,9270437262877299,""
580,"4ff43f1eab5252ef00ba6f1429dc23715e3899834f10c067e8065c8364d5559a",0,0,0,283323530962851,5123008226228188,0,21887305805085033,9270437262877299,"Expired"
580,"1d6aea56e6a523b13e03ae30ff24ebf9852543b4f7d415c7e50f55f6baaa4e3d",0,0,0,288470782004384,5100821172287857,0,21887305805085033,9270437262877299,"Expired"
580,"89e3a4f09122d669d6f6c82dd894e02826e8497be7eb036233bafc0ee4fc6665",0,0,0,24425871962209,5604117478289012,0,21887305805085033,9270437262877299,""
581,"207b226e110e13bb18b119fcd313520e0fcd060b2bc9fb9a5e5bc6e94ab10f3b",0,0,0,2467713181494037,4429276641116348,0,21933076973704571,9536216710187011,"Expired"
581,"89e3a4f09122d669d6f6c82dd894e02826e8497be7eb036233bafc0ee4fc6665",0,0,0,82650816458107,5617646058633384,0,21933076973704571,9536216710187011,""
581,"90cf51975f9c19c291bac3e57364a89507e64daa0a2d35e356f87e6684821556",0,0,0,1062403925137634,5664453761134182,0,21933076973704571,9536216710187011,""
582,"89e3a4f09122d669d6f6c82dd894e02826e8497be7eb036233bafc0ee4fc6665",0,0,0,59595723026754,5555379199080684,0,21822569474536029,9525421203150856,""
582,"90cf51975f9c19c291bac3e57364a89507e64daa0a2d35e356f87e6684821556",0,0,0,1319193039839382,5581593890316024,1299054175219,21822569474536029,9525421203150856,""
583,"89e3a4f09122d669d6f6c82dd894e02826e8497be7eb036233bafc0ee4fc6665",0,0,0,141174395961060,5402044917404984,0,21798591155204639,9535185083756609,""
583,"90cf51975f9c19c291bac3e57364a89507e64daa0a2d35e356f87e6684821556",0,0,0,1936662303028845,5406216115479581,2976307001835,21798591155204639,9535185083756609,""
583,"e5643c33f608642e329228a968770e5b19ef5f48ff1f698712e2ce864a49e3f0",0,0,0,2441097156225,5615495607503327,4497397786084,21798591155204639,9535185083756609,""
584,"89e3a4f09122d669d6f6c82dd894e02826e8497be7eb036233bafc0ee4fc6665",0,0,0,147248865318740,5374390484043555,0,21809068736065718,9593526465604413,""
584,"90cf51975f9c19c291bac3e57364a89507e64daa0a2d35e356f87e6684821556",0,0,0,3005824041839536,5432686247869046,2947039629403,21809068736065718,9593526465604413,""
584,"e5643c33f608642e329228a968770e5b19ef5f48ff1f698712e2ce864a49e3f0",0,0,0,729113165207565,5641333546545503,4489989267687,21809068736065718,9593526465604413,""
584,"996edfe370b8e51be73541e75499a818461305e37c7fa0c1b193f2c587167cc7",0,0,0,29108899616682,5635833243308699,0,21809068736065718,9593526465604413,""
585,"d2db60c5307cb517c735e2d0138d2b6f10fc5b221d610fa187719bdc82af9a03",0,0,0,619847869658692,5668659911577327,0,21733332915137046,9542075473219864,""
585,"89e3a4f09122d669d6f6c82dd894e02826e8497be7eb036233bafc0ee4fc6665",0,0,0,382128711425351,5393966142898594,571924781921,21733332915137046,9542075473219864,""
585,"90cf51975f9c19c291bac3e57364a89507e64daa0a2d35e356f87e6684821556",0,0,0,3294136399769365,5459753048241459,3491957278264,21733332915137046,9542075473219864,""
585,"e5643c33f608642e329228a968770e5b19ef5f48ff1f698712e2ce864a49e3f0",0,0,0,1392831121644590,5667738182292646,23072348405280,21733332915137046,9542075473219864,""
585,"996edfe370b8e51be73541e75499a818461305e37c7fa0c1b193f2c587167cc7",0,0,0,563629846307990,5594446967148394,0,21733332915137046,9542647398001785,""
586,"d2db60c5307cb517c735e2d0138d2b6f10fc5b221d610fa187719bdc82af9a03",0,0,0,728037023553956,5542193514019023,0,21741530576696239,9533719051413526,""
